Part,Color,Quantity
98593,148,2
59226pr03,4,1
4868b,71,4
4346,71,3
4346,47,8
44224,72,7
89201,0,16
30169,0,1
3626bpr0001,14,2
32557,71,3
32557,0,15
3626cpr1354,14,2
970c00pr0461,321,3
3068bpr0278,0,1
11281,179,1
3626cpr1434,30,1
3626cpr9992,78,1
14045,0,4
4523,27,1
4523,5,5
6249,72,4
92235,179,2
64275,179,10
64275,0,6
70701stk01,9999,1
3626cpr1841,14,1
98138pr0023,182,1
11303,4,5
11303,2,1
11303,1,1
64727,272,2
64727,191,2
64727,71,4
64727,27,3
64727,25,6
64727,14,4
64727,4,15
64727,2,111
64727,1,3
64727,0,9
2543,4,1
3068bpr0139a,19,1
3899pr0005,15,1
973c44,72,1
973pr2844c01,15,1
970c00pr1040,4,1
17346,0,1
13808pr0001,297,1
3626cpb1173,78,1
973pr3531c01,2,1
3069bpr0140,0,1
29634,484,1
973pr2410c01,2,1
4491b,72,2
64713,179,4
64713,19,1
23950,72,2
970c00pr1204,84,1
20223,9999,1
3626cpr2026,14,1
3471,2,2
44126,320,4
44126,72,2
31895pat02,15,1
75c05,8,2
61345,25,23
61345,15,2
6187,0,3
4740pr0001b,47,2
cre001,9999,2
23984,15,3
11291,320,2
11291,72,2
11291,15,1
11291,14,1
11291,4,1
11291,1,1
14769pr1014,19,1
15664pr0001,14,1
3626bpr0952,14,1
973pr2255c01,326,2
3069bpr0007,0,1
44772,0,4
44817,179,2
970c00pr1167,0,1
98138pr0048,70,3
973pr2464c01,15,1
72326,15,1
13789pr0001,0,1
12893pr0001,14,1
61069,272,2
90639pr0027,179,1
4498,70,10
4498,4,4
32126,0,108
973pr2831c01,321,2
98138pr0014,297,8
87994pr0001b,70,1
973pr0512c01,0,1
11538pr0001,71,1
23715,47,1
15998,212,2
25968pr0039,73,1
11938,15,2
87621pr0001,92,1
970c00pr0916,191,1
93556pr0004,326,1
33085,297,2
33085,72,2
33085,14,14
973pr0806c01,14,1
3626cpr2028,14,1
85984pr0006,72,2
57909a,72,21
30408pr0008,15,1
4349,72,4
4349,4,4
4349,0,7
3069bpr0030,72,1
3069bpr0030,15,5
3626cpr1475,14,1
2528pr0008,0,1
32530,72,19
32530,0,20
973pr3111c01,71,2
11296,72,1
70009stk01,9999,1
57908,308,3
57908,72,11
3063b,71,2
3063b,15,2
15444,179,1
15444,4,3
973pr3152c01,71,1
29309,15,1
2561,70,4
41750,71,3
973pr3676c01,84,1
11302pat0004,42,2
57520,0,23
973pr3662c01,72,1
973pr3662c01,0,1
40234,71,2
973pr2661c01,25,5
76000stk01,9999,1
970c00pr0296,4,1
98569pr0011,15,1
11818pr0008,78,1
62698,72,1
973pr3829c01,1,1
24633pr0001,15,1
973pr3544c01,321,1
3626cpr1544,14,1
970c00pr0351,2,1
16726pr0001,14,1
47299,179,4
11254pr0001,0,1
87693pr0001,297,1
3626cpr1483,14,1
30359a,19,4
3626cpr0922,0,1
55704,272,1
973pr2581c01,4,1
6179pr0003b,0,1
3068bpr0294,272,1
3070bpr0007,71,8
3878,0,2
2362a,40,4
30395,72,15
55981,326,2
55981,71,62
55981,15,6
55981,14,1
61780,72,5
61780,70,6
29028,5,1
98133pr0003,15,1
98581,179,1
98581,0,1
3626bpb0924,14,1
3626cpr1482,14,1
28551,2,1
4621822,9999,1
4739a,84,2
4739a,70,10
41539,72,6
41539,71,5
41539,2,2
41539,0,1
41539,143,1
4697b,71,63
4697b,0,2
99778pr0006a,288,1
3626cpr1540,14,2
13708pr01,0,1
14769pr0014,84,1
30367cpr0014,135,1
4489b,148,4
4489b,70,16
4489b,0,1
16175pr01,4,2
32249,72,4
32249,71,8
32249,8,4
32249,6,4
32249,0,2
61184,71,180
3626cpr2204,14,1
98603s01pr0005,148,1
98107pat0002,19,2
970c00pr0844,0,1
973pr2612c01,25,1
973pr2053c01,72,2
973pr2972c01,326,1
3626cpr0975,78,1
60621,148,6
60621,71,3
15413,0,2
13548,308,4
13548,71,10
13548,1,6
11265pr0002,0,1
973pr2072c01,2,1
61071,0,2
92456pr0073c01,78,1
17535pr0001,30,1
970c03pr0532,14,1
bbcard20,9999,1
15597pr0001,19,2
90639pr0016,34,1
98177pr0001,0,1
16816pr0001b,25,1
973pr3661c01,4,1
970c00pr0541,320,1
93571,322,10
93571,72,32
93571,57,2
93571,4,4
93571,0,153
973pr0804c01,14,1
71155,0,2
3626bpr0991,27,1
3811,71,1
3811,70,5
3811,19,2
3811,2,1
3811,1,1
91994,0,6
2446pr0011,15,1
50990b,72,2
3659,308,11
3659,72,41
3659,71,108
3659,19,8
3659,0,9
93549pat01,47,1
57878,0,20
11640,323,1
973pr2417c01,4,1
973pr2185c01,0,2
15068pr0004,19,4
973pr2780c01,15,1
3069bpr0012,15,1
973pr1446c01,4,3
973pr1192c01,0,1
87752,41,1
87752,40,2
87752,36,3
973pr2867c01,379,1
973pr3110c01,85,1
12898,0,1
41767,72,2
41767,15,3
41767,14,2
3626cpr1445,78,1
20601pr0001,14,1
60593,378,134
60593,288,1
60593,70,42
60593,19,2
60593,15,44
60593,0,9
970c00pr0920,15,1
15440,148,1
25838,78,1
973pr2415c01,14,1
3626bpr0411,14,1
24069pr0001,70,1
973pr2334c01,71,9
27145,70,1
27145,14,4
37,297,2
37,72,4
973pr0430c01,272,1
78c02,179,13
3046a,72,8
3046a,0,2
973pr0250c01,320,2
87825pat0001,4,3
970x194,15,1
44375b,484,2
44375b,320,4
44375b,71,6
44375b,15,1
970x028,288,1
11211,272,3
11211,71,57
11211,19,32
11211,15,4
11211,4,18
11211,2,1
15504,72,1
6063,321,2
6063,72,2
973pr3114c01,378,1
98569pr0007,4,1
973pr2973c01,28,1
973pb1516c01,0,2
32069,0,1
3622pr0009,29,1
26159pr0114,226,1
59232,179,9
3626cpr1685,14,1
13786pr0003,0,1
30536,40,1
30536,19,1
98102,47,3
85544,4,1
973pr2155c01,15,1
3626cpr1587,78,1
25343,0,1
3626cpr1621,14,1
11297,41,3
30028,0,14
98138pr0028,19,1
6251pr0001,15,1
16802pr0001,14,1
3626cpr1162,14,1
92231,148,1
85984pr0002,72,1
11055pr0013,15,1
23930,71,2
87556pr0003,0,1
973pr2606c01,4,1
20494pr0001,14,1
973pr2490c01,0,1
14273pr0003,47,1
90639pr0014,34,1
60658,71,1
970c00pb245,71,1
18835pr0001,70,2
970c00pr1159,320,1
90640,484,8
90640,297,7
90640,179,8
90640,148,35
90640,143,2
90640,85,4
90640,57,4
90640,41,8
90640,35,9
90640,15,7
90640,14,3
90640,0,51
970c00pr0708,14,1
11816pr0028,78,1
3626bpb0918,14,1
973pr3191c01,4,5
970c00pr0033,70,1
970c00pr0454,4,1
970c00pr0818,148,1
3626cpr1326,14,2
30480ps0,297,1
3626bpr1059,14,1
13792pr0001,148,1
60592,70,28
60592,19,8
60592,15,29
60592,4,6
60592,0,13
18395,0,2
10052,71,3
29460,4,1
11290,25,4
4518c,0,1
604552,0,2
970c00pb243,191,1
75902pr0005,308,1
973pr2315c01,71,1
14769pr1016,27,2
3068a,7,26
3068bpr0293,15,1
973pr2976c01,29,1
90622,4,7
90622,0,40
52107,71,14
52107,4,4
52107,0,14
32532,71,57
32532,0,3
87811,179,1
970c00pr0757,72,1
13361pr0004,15,1
43712,72,2
43712,71,2
43712,2,2
970c00pr0711,29,3
4716,71,3
4716,0,4
14769pr1012,4,1
86035,27,1
86035,25,2
86035,15,1
86035,4,1
86035,1,12
86035,0,2
973pb2036c01,73,1
20381pr0002,191,1
30596,25,2
3626cpr0959,297,2
973pr2236c01,0,1
30222,143,1
30222,42,2
44225,326,6
44225,71,1
973pr2264c01,0,1
87615,288,1
87615,72,1
87615,0,5
2548,72,1
64682,73,1
64682,0,1
973pr3317c01,0,1
973pr1627c01,15,1
3068bpr0319,15,1
970c00pr0704,379,1
4621818,9999,1
85984pr0004,4,1
44569,72,2
973pr2359c01,72,1
42409,46,1
30304,72,2
15655pr0001,84,1
973pr1585c01,25,2
53585,4,46
53585,0,68
3069bpr0010,72,1
973pr2500c01,1,2
20598pat01,0,1
973pr3342c01,73,1
604614,0,2
30193,71,2
3626cpr1440,14,1
11598,52,6
11598,42,2
76004stk01,9999,1
4536,84,2
4536,15,12
11429pr0003,308,2
973pr2100c01,0,1
43899,72,1
43899,71,1
92235pat0003,0,4
3626cpr1501,14,1
3678bpr0026b,1,1
53705,148,10
53705,132,4
6179pr0004,0,1
11233pr0002,71,2
970x268,4,1
98138pr0035,179,2
40378,27,1
40378,4,1
40378,0,1
2435,2,5
98496pr0001b,15,2
15107,41,4
973pr2416c01,71,1
3626bpb0920,14,1
11767,72,2
98348,42,4
15114,9999,1
17774pr0001,71,1
973pr3822c01,0,1
98138pr0024a,179,3
11895pr0001c01,4,1
43887,0,4
6131,72,2
6131,0,2
89520,148,1
89520,0,2
14795,9999,1
30228,72,2
4597,15,4
3626cpr0929,14,2
92715c01,72,1
50923,72,42
93247,297,1
13793,72,1
18675pr0002,40,1
15357pr0003,322,1
98285,71,3
98285,14,1
98285,0,3
98100pr1000,71,1
15362,179,2
15362,0,29
3626cpr0631,78,1
93061,15,15
87769pr0001,27,1
970c00pr0419,71,1
90623,0,13
15654pr0001,73,1
4349pr0001,71,1
973pr2546c01,0,1
98603s02pr0007,484,1
970c00pr0308,72,1
15359pr0003,41,1
13820pr01,72,1
60921,148,1
99774,72,6
87821,4,1
14226c41,0,1
10909,297,2
970c00pr0279,15,1
60475b,84,11
60475b,73,3
60475b,72,21
60475b,71,13
60475b,15,5
60475b,1,6
60475b,0,27
18976,179,2
99242pr0001,0,1
3626cpr1887,85,1
15955,15,1
3626cpr1155,14,1
973pr2192c01,0,1
32474pr1008,25,1
24450,9999,1
87814,1,1
98606pr0001,15,1
32333,71,2
32333,0,2
3068bpr0017,15,1
98366,179,1
2736,71,49
2736,7,6
18575,19,3
18575,0,3
15490,179,1
93549pat06pr001,47,1
99243pr0001,297,1
3846pr24,71,1
11097,297,1
11097,179,4
973pr2279c01,70,1
973pr1693c01,0,1
973pr2614c01,2,1
970c00pr0526,15,1
13361pr0003,0,1
3626bpr0944,14,2
3626cpr1420,14,4
3626cpr2154,73,1
970c11pr0611,0,1
76768,308,32
76768,72,2
76768,70,16
75c03,70,4
30362,135,2
30362,15,6
30362,2,2
30362,0,2
2504stk01,9999,1
11286,297,1
98139,297,13
19136pr0002,27,1
16175pr02,191,1
22402,33,1
24634,29,1
19206pr0002,158,1
25991,0,1
3626cpr1318,78,1
970c00pr1108,71,1
973pr2935c01,15,1
3626cpr1520,27,1
970c00pr0368,320,1
98603s02pr0018,148,1
3898,15,3
973pr2396c01,0,1
98287,71,2
57028c04,71,3
973pr3535c01,0,1
973pr3819c01,14,1
30608,297,1
970c00pr1165,320,1
30372pr1001,40,1
13754,45,2
13754,42,2
24782pr0001,5,1
15524pr0003,14,1
15503pr0001,0,1
3626cpr1077,78,1
14718,71,5
14718,27,1
14718,15,4
14718,4,1
973pr2544c01,0,1
3626cpr1476,14,3
3069bp02,71,2
92238,15,2
48183,288,2
48183,4,1
43857,71,4
43857,14,2
43857,4,8
43857,0,17
23012,320,1
3068bpr0012,19,1
87745,179,6
15379,71,37
15379,0,430
17454,15,6
17454,1,1
21845,70,1
21845,4,1
21845,0,2
973pr3678c01,191,1
973pr2753c01,0,1
973c63,308,1
3960pr13,40,2
24122,148,1
3068bpr0008,71,1
61484,15,2
3626cpr1837,14,1
3626cpr1729,15,1
973pr2354c01,308,1
970c00pr1258,14,1
4595,71,9
4595,0,13
3068bpr0215,28,1
30389b,0,5
98382pr0003,0,1
970c00pr1276,15,1
59217pat01,4,1
93071pr0003,297,1
59443,72,31
59443,71,57
59443,70,54
59443,14,14
59443,4,42
59443,0,95
56902,71,10
973pr2033c01,0,1
973pr2302c01,15,1
32892pr0001,19,1
3626cpr1635,14,1
61678,484,4
61678,320,3
61678,72,4
61678,71,12
61678,70,2
61678,25,12
61678,15,4
61678,14,4
61678,2,4
61678,0,5
28555,41,2
15871,9999,1
93095,29,1
93095,15,3
93095,0,2
92586pr0001,84,7
33172,25,3
15311pr0001,326,3
2817,71,32
2817,4,9
2817,0,27
88065pr0002,27,2
970c00pr0599,70,1
973pr2970c01,1,1
3626cpr0645,14,7
970c00pr1032,4,1
98603s02pr0016,148,1
26077,4,1
3626cpr1226,14,3
973pr1733c01,0,1
973pr1633c01,4,1
973pr2258c01,71,3
55817,179,1
970c00pr0788,19,1
2446pr0002,15,2
33009pr0010,70,1
970c00pr0738,0,1
11055pr0012,15,1
55236,288,8
55236,70,2
55236,27,5
55236,2,5
55236,0,10
15827,0,1
98177pr0002,0,1
19151,179,4
30410,0,1
18738,71,16
973pr3227c01,15,1
973pr2748c01,2,1
973pr1800c01,73,2
13747pr0001,4,1
973pr2262c01,10,1
3031,72,33
3031,71,32
3031,70,7
3031,27,1
3031,19,47
3031,15,8
3031,14,5
3031,10,1
3031,6,22
3031,4,4
3031,2,174
3031,1,4
3031,0,20
15470,297,3
15470,179,20
15470,70,2
15470,29,15
98141,297,16
98141,179,18
98141,85,2
6255,10,50
6255,2,3
48723,297,1
48723,72,2
48723,70,6
75c32,0,2
973pr2837c01,28,1
64228,71,1
970c00pr0745,28,1
3836,70,10
973pr2156c01,272,1
56823c100,0,2
18674,72,3
18674,70,3
18674,15,6
18674,4,1
18827pr0003,0,1
970c00pr1282,0,1
41535,297,2
970c00pr0725,25,1
3626cpr1148,15,1
6132,0,2
3626cpr1144,14,1
11589pr0001,25,2
17347pr0002,226,1
90370pr0004,297,1
19859pat0015,36,1
3626bpr0939,14,1
15210pr0001,0,1
11269,57,1
11269,41,2
11269,35,3
2495,4,1
973pr2554c01,272,2
973pr2234c01,320,1
3626cpb1104,2,1
92842,0,8
98374pr0001,70,1
92547pr0013,15,1
973pr2316c01,15,1
970c00,379,5
970c00,326,1
970c00,323,1
970c00,322,1
970c00,321,2
970c00,320,1
970c00,308,2
970c00,297,1
970c00,288,2
970c00,272,21
970c00,85,3
970c00,73,15
970c00,72,17
970c00,71,10
970c00,70,1
970c00,28,16
970c00,27,2
970c00,25,4
970c00,19,5
970c00,15,15
970c00,4,7
970c00,2,10
970c00,1,30
970c00,0,60
973pr2328c01,72,1
32474pr1001,15,40
87574,0,3
6003,27,1
6003,19,1
6003,15,2
3626cpr2255,14,1
30157,72,11
30157,71,7
90398,82,1
32056,72,1
32056,71,6
32056,8,20
32056,0,8
3626cpr0972,78,1
970c00pr1166,15,1
93091pr0005,322,1
3626bpr0759,78,12
3626bpr0934,19,1
11260,25,2
13691pr01,0,1
13746pr0002,320,1
3069bpr0141,272,1
27991,14,1
11217pr0008a,326,2
973pb1818c01,320,2
98374pr0002,25,1
88323,84,5
88323,72,46
88323,0,236
15429,72,4
15429,1,1
11294,14,1
11954,272,2
48171,72,10
48171,0,6
3068bpr0273,70,1
970c00pr0457,320,1
970c00pr1109,15,1
3626cpr1832,14,1
22385pr0031,36,1
6118,15,8
973pr3793c01,14,1
98381pr0001,15,1
15359pr0001,25,1
970c00pr0997,272,1
3069bpr0008,0,1
973pr2814c01b,2,4
973pr1479c01,15,1
30031,179,1
30031,72,11
30031,71,10
30031,0,18
970c00pb495,73,1
3626cpr1901,78,1
2544,0,1
15503,84,1
3049b,71,2
3049b,27,9
3049b,0,5
43722,72,7
43722,71,22
43722,27,1
43722,25,9
43722,15,15
43722,14,7
43722,4,16
43722,2,1
43722,1,3
43722,0,11
96874,25,37
96874,2,1
85080,15,2
85080,0,16
87747,297,36
87747,179,27
87747,85,8
87747,25,3
87747,15,51
87747,0,83
6141,297,279
6141,182,81
6141,179,127
6141,158,2
6141,143,5
6141,85,139
6141,84,85
6141,80,23
6141,72,172
6141,71,281
6141,70,191
6141,57,76
6141,47,433
6141,46,120
6141,45,64
6141,42,60
6141,41,187
6141,36,409
6141,35,5
6141,34,119
6141,33,215
6141,29,20
6141,27,414
6141,25,145
6141,19,46
6141,15,204
6141,14,63
6141,10,12
6141,4,93
6141,2,16
6141,1,25
6141,0,318
98138pr0012,179,11
2432,15,6
2432,14,19
2432,7,2
2432,4,1
2432,1,5
2432,0,13
2432,72,20
2432,71,18
2432,70,15
2432,25,9
2432,19,2
2926,0,2
11203,72,54
11203,71,2
11203,19,3
3245c,73,2
3245c,72,16
3245c,71,16
3245c,70,4
3245c,25,15
3245c,19,14
3245c,15,6
3245c,0,3
15068,288,10
15068,272,20
15068,179,2
15068,72,37
15068,71,5
15068,25,6
15068,19,4
15068,15,16
15068,14,5
15068,10,6
15068,0,15
15068,484,2
15068,378,12
15068,320,11
15068,308,7
970c00pr0449,15,1
52031,272,2
52031,71,1
52031,25,6
52031,15,3
52031,14,2
52031,10,2
52031,5,1
52031,2,4
52031,1,2
52031,0,1
51739,320,26
51739,288,2
51739,272,12
51739,72,6
51739,71,32
51739,70,4
51739,25,2
51739,15,9
51739,14,5
51739,4,3
51739,1,3
51739,0,15
15207,321,6
15207,72,12
15207,71,15
15207,70,2
15207,15,13
15207,14,2
15207,4,2
15207,0,2
61252,297,34
61252,72,31
61252,71,12
61252,25,4
61252,19,9
61252,15,13
61252,14,14
61252,4,28
61252,1,4
61252,0,94
3068b,322,2
3068b,320,215
3068b,297,8
3068b,288,3
3068b,272,2
3068b,191,7
3068b,73,12
3068b,72,2132
3068b,71,86
3068b,70,34
3068b,29,1
3068b,28,11
3068b,27,1
3068b,25,120
3068b,19,9
3068b,15,43
3068b,14,2
3068b,10,2
3068b,7,1
3068b,4,4
3068b,2,5
3068b,1,32
3068b,0,54
3937,84,10
3937,72,26
3937,71,8
3937,14,5
3937,8,1
3937,4,7
3937,1,4
3937,0,24
3958,72,20
3958,71,4
3958,70,5
3958,28,1
3958,25,1
3958,19,1
3958,15,5
3958,2,1
3958,1,1
3958,0,2
3001,378,2
3001,322,1
3001,321,54
3001,288,2
3001,72,31
3001,71,44
3001,70,23
3001,25,20
3001,19,9
3001,15,6
3001,14,7
3001,4,9
3001,2,7
3001,1,13
3001,0,24
18759,72,2
18759,71,1
973pr2916c01,0,2
3622pr0010,29,1
62743,71,5
62743,0,6
3626cpr2023,14,1
60032,320,5
60032,25,5
60032,15,5
60032,4,1
60032,0,3
973pr2215c01,320,1
15490pr0001,70,2
3626cpr1404,47,1
6585,0,9
14874,9999,1
87587,72,1
22408,179,3
41669,57,3
41669,47,8
41669,42,4
41669,36,2
41669,25,6
41669,15,9
41669,4,1
41669,0,7
15100,0,88
2417,320,2
2417,288,205
2417,85,11
2417,26,1
2417,10,4
2417,2,12
2417,484,100
62462,320,5
62462,297,100
62462,179,11
62462,80,3
62462,71,55
62462,70,13
62462,15,20
62462,14,7
62462,4,13
62462,0,56
973pr1164c01,272,1
3626cpr1884,78,1
4624,71,26
4624,15,8
4624,14,3
92585,297,1
92585,4,1
12889,2,1
18946,4,3
13349,288,2
13349,72,7
13349,70,2
13349,15,1
90639pr0024,57,1
32498,0,1
3626cpr1471,14,1
6091,322,11
6091,321,6
6091,320,31
6091,297,4
6091,288,8
6091,272,2
6091,226,2
6091,191,2
6091,84,9
6091,72,21
6091,71,38
6091,70,8
6091,27,6
6091,25,2
6091,19,32
6091,15,55
6091,14,7
6091,5,4
6091,4,18
6091,1,8
6091,0,13
3626cpr0889,14,3
973pr2382c01,320,2
973pr2741c01,1,1
70705stk01,9999,1
970c00pr0516,272,1
12550pr0005,0,1
2454b,19,6
4528,297,1
4528,179,1
4528,0,2
973pr2843c01,15,2
92744pr0001,78,1
4150pr0012,72,1
24890,0,1
19857pat0003,0,1
98603s01pr0002,10,1
28192,15,4
58122,71,1
18947,72,1
60481,320,10
60481,308,57
60481,72,1
60481,71,30
60481,70,10
60481,31,5
60481,19,2
60481,15,14
60481,4,2
60481,0,22
98138,297,78
98138,182,48
98138,179,66
98138,84,6
98138,71,101
98138,52,4
98138,47,34
98138,46,56
98138,45,7
98138,41,52
98138,36,59
98138,34,21
98138,33,8
98138,29,3
98138,27,42
98138,25,4
98138,15,31
98138,4,6
98138,1,16
24316,70,6
44302a,72,83
44302a,71,22
44302a,15,4
44302a,14,8
44302a,0,24
60897,85,2
60897,72,27
60897,71,33
60897,70,10
60897,25,10
60897,19,2
60897,15,30
60897,4,24
60897,1,41
60897,0,95
11947,19,2
11947,15,1
11947,1,2
11947,0,12
11947,28,2
11947,25,6
32034,320,1
32034,71,16
32034,15,6
32034,6,2
32034,4,2
32034,0,33
64681,15,1
64681,0,1
54200,379,9
54200,378,508
54200,326,37
54200,323,24
54200,322,15
54200,320,73
54200,308,18
54200,297,61
54200,288,114
54200,272,32
54200,191,40
54200,182,60
54200,179,6
54200,143,25
54200,85,14
54200,73,2
54200,72,156
54200,71,153
54200,70,85
54200,47,60
54200,46,21
54200,41,6
54200,40,86
54200,36,27
54200,34,35
54200,33,28
54200,29,2
54200,28,20
54200,27,32
54200,25,53
54200,19,20
54200,15,113
54200,14,26
54200,10,6
54200,5,3
54200,4,68
54200,2,11
54200,1,41
54200,0,146
3795,378,7
3795,321,4
3795,320,2
3795,308,7
3795,191,20
3795,72,84
3795,71,99
3795,70,39
3795,30,2
3795,28,9
3795,25,39
3795,19,16
3795,15,59
3795,14,5
3795,8,1
3795,4,26
3795,2,43
3795,1,19
3795,0,75
6126b,182,42
6126b,57,7
6126b,41,1
6134,71,25
6134,70,10
6134,4,12
6134,1,6
6134,0,17
32062,4,591
32062,0,109
10201,71,17
10201,70,7
10201,15,12
10201,4,20
10201,0,14
92946,72,80
92946,19,2
92946,15,10
92946,4,10
92946,1,10
92946,0,35
73983,288,4
73983,72,20
73983,71,12
73983,19,18
73983,15,6
73983,14,6
73983,8,16
73983,4,10
73983,2,38
73983,1,2
73983,0,15
57796,72,7
87080,25,1
87080,15,3
87080,14,1
87080,1,1
87080,0,5
6641,6,10
6641,4,1
32001,71,7
32001,15,8
32001,14,4
32001,4,3
32001,1,1
32001,0,12
11950,71,4
3684,72,10
55982,179,1
55982,71,8
55982,0,8
99563,334,4
99563,71,148
99563,25,2
92583,41,2
92583,40,2
44728,72,95
44728,71,42
44728,70,6
44728,27,1
44728,25,15
44728,19,35
44728,15,10
44728,14,23
44728,4,14
44728,2,6
44728,1,6
44728,0,103
6553,72,21
6553,71,11
6553,19,6
6553,8,2
6553,6,2
6553,0,25
4286,378,12
4286,322,2
4286,320,16
4286,191,4
4286,72,13
4286,71,19
4286,70,11
4286,28,2
4286,19,4
4286,15,24
4286,4,11
4286,2,4
4286,1,4
4286,0,28
32524,72,15
32524,71,25
32524,27,4
32524,25,3
32524,15,4
32524,14,5
32524,4,8
32524,1,2
32524,0,14
4081b,72,52
4081b,71,33
4081b,27,14
4081b,26,2
4081b,19,8
4081b,15,4
4081b,14,5
4081b,7,2
4081b,4,15
4081b,1,5
4081b,0,35
4865b,72,7
4865b,71,21
4865b,57,1
4865b,47,22
4865b,41,8
4865b,40,4
4865b,28,4
4865b,19,11
4865b,15,6
4865b,14,3
4865b,4,5
4865b,1,2
4865b,0,9
32270,0,55
3749,19,104
3749,7,30
49668,288,2
49668,191,33
49668,179,8
49668,19,7
49668,15,44
49668,0,59
2854,19,2
48989,71,57
32005b,8,4
32005b,0,8
32013,320,4
32013,297,1
32013,72,28
32013,71,26
32013,15,6
32013,14,2
32013,8,4
32013,6,3
32013,4,1
32013,1,1
32013,0,47
62821,72,2
6536,72,13
6536,71,45
6536,15,15
6536,8,25
6536,6,1
6536,4,10
6536,0,47
87082,71,40
87082,0,26
30383,72,27
30383,71,8
30383,15,5
30383,14,4
30383,8,14
30383,0,18
2852,71,8
2850b,71,8
6632,72,13
6632,71,13
6632,25,2
6632,15,4
6632,8,14
6632,6,2
6632,4,5
6632,1,4
6632,0,22
2851,14,8
32523,72,16
32523,71,22
32523,15,17
32523,14,8
32523,4,9
32523,1,2
32523,0,47
973pr2594c01,326,3
970c00pr0469,28,4
18692,85,1
28644,0,1
973pr3120c01,288,1
973pr3628c01,0,1
970c00pr0931,72,1
48092,85,4
48092,72,8
48092,71,6
48092,15,2
87926,15,2
19951,15,3
3626cpr1944,92,1
970c00pr0601,379,1
60485,71,28
99257,72,1
99257,3,1
16360,31,1
16360,25,1
16360,10,1
604548,0,2
92083,308,1
970c00pr0628,0,2
30218,15,4
30126,72,22
30126,42,2
15706,322,8
15706,72,2
15706,70,1
15706,30,2
15706,0,10
970c00pr0668,14,1
11439pat0004,34,1
970c001pr0752,4,2
970c00pr0760,14,1
970c00pr1041,0,1
11289,41,3
11289,40,3
18202,70,1
604551,0,2
973pr2795c01,15,1
10166pr0001,84,3
15411,0,3
22385pr0059,46,1
970c00pr0423,191,2
2436,378,1
2436,71,35
2436,14,3
2436,4,7
2436,1,8
2436,0,13
2460,72,12
2460,71,1
2460,15,2
2460,4,4
2460,0,17
973pr2538c01,25,5
16709pat01pr001,321,1
44375a,71,1
30370ps3,15,2
13791pr0001,70,1
973pr3320c01,73,1
3833,15,1
3833,14,1
3833,4,7
24087,29,1
24087,15,1
97302,4,1
973pr0810c01,4,2
3846,71,10
17630,0,1
50921,15,2
2446,179,2
2446,71,1
2446,15,5
2446,2,4
2446,1,5
19121,378,4
19121,297,1
19121,0,2
30426,0,1
15522pr0003,1,1
15349,297,1
970c01pr0610,15,2
3068bpr0241,15,1
53548,15,2
3626cpr1001,1000,1
3626cpr1001,15,20
970c153pr0492,321,2
17114,72,3
11260pr0001,15,1
970c00pr0431,28,1
98568p02,4,4
98568p02,0,2
11338,148,9
11338,41,1
11338,4,1
970c00pr0321,14,1
3626cpr0499,14,4
970c00pr0523,15,1
92279,47,1
92279,40,6
61189pr0012,15,4
33078,320,1
33078,4,8
64449,72,3
604547,0,2
11277,1,1
973pr2282c01,28,1
3040bpr0003,71,3
3626cpr1115,78,1
973pr2007c01,72,1
3678bpr0048,320,2
53406,72,1
973pr2555c01,72,1
87556pr0004,0,1
88066,47,1
98368pr0001,4,1
60601pb013,47,3
970c00pr0605,25,5
3626cpr2202,14,1
3626bpr1056,14,1
32191,19,1
6112,72,8
6112,71,5
6112,70,4
6112,19,4
6112,14,4
6112,7,2
6112,4,2
6112,0,5
298c02,71,67
298c02,15,38
298c02,14,7
298c02,4,15
298c02,1,12
298c02,0,43
3070b,320,9
3070b,288,4
3070b,272,49
3070b,191,7
3070b,182,2
3070b,72,71
3070b,71,190
3070b,70,526
3070b,46,2
3070b,36,8
3070b,34,4
3070b,29,2
3070b,28,24
3070b,27,35
3070b,25,3
3070b,19,26
3070b,15,100
3070b,14,33
3070b,4,28
3070b,2,19
3070b,1,5
3070b,0,54
87552,71,15
87552,47,4
87552,40,4
87552,27,1
87552,19,2
87552,15,2
87552,0,13
3626bpr0924,78,2
2462,71,42
76676,1,1
92256,70,6
98571,148,8
98571,27,4
98571,4,3
98571,0,4
16606pat0001,15,12
973pr2046c01,320,1
973pr2172c01,71,1
3848,72,3
3830,72,6
3830,71,4
3830,15,2
3830,0,7
6190,72,2
6190,0,50
30099,320,4
30099,308,2
30099,15,1
30099,0,2
6124,45,3
10062,19,1
973pr2040c01,72,1
60608,73,4
60608,15,2
29601,71,1
973pr2296c01,71,4
973pr3543c01,0,1
12894pr0001,15,1
973pr3119c01,320,1
73590c02a,0,4
